wordform,sum_freq,norm_freq,log_freq,sqrt_freq,Moby_pron,Rep_P,Rep_O
swipes,315,0.7,0.05,17.74823935,sw/aI/ps,_/s/w/Y/p/s/_/,_/s/w/i/p/e/s/_/
swirl,1579,3.508888889,0.137785587,39.73663297,sw/@/rl,_/s/w/^/r/l/_/,_/s/w/i/r/l/_/_/
swish,557,1.237777778,0.073692065,23.60084744,sw/I/S/,_/s/w/I/S/_/_/,_/s/w/i/s/h/_/_/
swiss,4575,10.16666667,0.220754453,67.63874629,sw/I/s,_/s/w/I/s/_/_/,_/s/w/i/s/s/_/_/
switch,12185,27.07777778,0.305110542,100,sw/I/tS/,_/s/w/I/C/_/_/,_/s/w/i/t/c/h/_/
swoon,402,0.893333333,0.05840036,20.04993766,sw/u/n,_/s/w/u/n/_/_/,_/s/w/o/o/n/_/_/
swoop,743,1.651111111,0.089198874,27.25802634,sw/u/p,_/s/w/u/p/_/_/,_/s/w/o/o/p/_/_/
swoosh,161,0.357777778,0.05,12.68857754,sw/U/S/,_/s/w/U/S/_/_/,_/s/w/o/o/s/h/_/
sword,6482,14.40444444,0.250188243,80.51086883,s/oU/rd,_/_/s/o/r/d/_/,_/s/w/o/r/d/_/_/
swore,2208,4.906666667,0.162490177,46.9893605,sw/oU/r,_/s/w/o/r/_/_/,_/s/w/o/r/e/_/_/
sworn,3049,6.775555556,0.187640529,55.21775077,sw/oU/rn,_/s/w/o/r/n/_/,_/s/w/o/r/n/_/_/
swum,198,0.44,0.05,14.07124728,sw/@/m,_/s/w/^/m/_/_/,_/s/w/u/m/_/_/_/
swung,5860,13.02222222,0.241587208,76.55063684,sw/@/N/,_/s/w/^/G/_/_/,_/s/w/u/n/g/_/_/
sylph,36,0.08,0.05,6,s/I/lf,_/_/s/I/l/f/_/,_/_/s/y/l/p/h/_/
sync,1086,2.413333333,0.112318854,32.95451411,s/I/N/k,_/_/s/I/G/k/_/,_/_/s/y/n/c/_/_/
synth,65,0.144444444,0.05,8.062257748,s/I/n/T/,_/_/s/I/n/T/_/,_/_/s/y/n/t/h/_/
ta,8757,19.46,0.276153976,93.57884376,t/A/,_/_/t/a/_/_/_/,_/_/t/a/_/_/_/_/
tab,2571,5.713333333,0.174201918,50.70502934,t/&/b,_/_/t/@/b/_/_/,_/_/t/a/b/_/_/_/
tack,1637,3.637777778,0.140364137,40.45985665,t/&/k,_/_/t/@/k/_/_/,_/_/t/a/c/k/_/_/
tact,531,1.18,0.071298882,23.04343724,t/&/kt,_/_/t/@/k/t/_/,_/_/t/a/c/t/_/_/
tad,1400,3.111111111,0.12933599,37.41657387,t/&/d,_/_/t/@/d/_/_/,_/_/t/a/d/_/_/_/
tag,5955,13.23333333,0.242954337,77.16864648,t/&/g,_/_/t/@/g/_/_/,_/_/t/a/g/_/_/_/
tail,9916,22.03555556,0.287001449,99.57911428,t/eI/l,_/_/t/e/l/_/_/,_/_/t/a/i/l/_/_/
taille,17,0.037777778,0.05,4.123105626,t/eI/l,_/_/t/e/l/_/_/,_/_/t/a/i/l/l/e/
taint,564,1.253333333,0.07432583,23.74868417,t/eI/nt,_/_/t/e/n/t/_/,_/_/t/a/i/n/t/_/
take,334639,743.6422222,0.605001417,100,t/eI/k,_/_/t/e/k/_/_/,_/_/t/a/k/e/_/_/
talc,90,0.2,0.05,9.486832981,t/&/lk,_/_/t/@/l/k/_/,_/_/t/a/l/c/_/_/
tale,10504,23.34222222,0.292049159,100,t/eI/l,_/_/t/e/l/_/_/,_/_/t/a/l/e/_/_/
talk,149776,332.8355556,0.531604672,100,t/O/k,_/_/t/a/k/_/_/,_/_/t/a/l/k/_/_/
tall,24028,53.39555556,0.36561193,100,t/O/l,_/_/t/a/l/_/_/,_/_/t/a/l/l/_/_/
tame,1598,3.551111111,0.138638315,39.97499218,t/eI/m,_/_/t/e/m/_/_/,_/_/t/a/m/e/_/_/
tamp,183,0.406666667,0.05,13.52774926,t/&/mp,_/_/t/@/m/p/_/,_/_/t/a/m/p/_/_/
tan,4137,9.193333333,0.212410816,64.31951492,t/&/n,_/_/t/@/n/_/_/,_/_/t/a/n/_/_/_/
tang,1135,2.522222222,0.115191831,33.68976106,t/&/N/,_/_/t/@/G/_/_/,_/_/t/a/n/g/_/_/
tank,13085,29.07777778,0.311405665,100,t/&/N/k,_/_/t/@/G/k/_/,_/_/t/a/n/k/_/_/
tanked,259,0.575555556,0.05,16.09347694,t/&/N/kt,_/_/t/@/G/k/t/,_/_/t/a/n/k/e/d/
tap,7466,16.59111111,0.262332147,86.40601831,t/&/p,_/_/t/@/p/_/_/,_/_/t/a/p/_/_/_/
tape,22274,49.49777778,0.358809511,100,t/eI/p,_/_/t/e/p/_/_/,_/_/t/a/p/e/_/_/
taps,1932,4.293333333,0.152460027,43.95452195,t/&/ps,_/_/t/@/p/s/_/,_/_/t/a/p/s/_/_/
tar,2372,5.271111111,0.167967737,48.70318265,t/A/r,_/_/t/a/r/_/_/,_/_/t/a/r/_/_/_/
tarn,86,0.191111111,0.05,9.273618495,t/A/rn,_/_/t/a/r/n/_/,_/_/t/a/r/n/_/_/
tarp,1202,2.671111111,0.118979642,34.66987165,t/A/rp,_/_/t/a/r/p/_/,_/_/t/a/r/p/_/_/
tart,2256,5.013333333,0.16412759,47.49736835,t/A/rt,_/_/t/a/r/t/_/,_/_/t/a/r/t/_/_/
task,33299,73.99777778,0.394995686,100,t/&/sk,_/_/t/@/s/k/_/,_/_/t/a/s/k/_/_/
taste,25782,57.29333333,0.371943384,100,t/eI/st,_/_/t/e/s/t/_/,_/_/t/a/s/t/e/_/
taught,27730,61.62222222,0.378496896,100,t/O/t,_/_/t/a/t/_/_/,_/_/t/a/u/g/h/t/
taunt,440,0.977777778,0.062392433,20.97617696,t/O/nt,_/_/t/a/n/t/_/,_/_/t/a/u/n/t/_/
taut,1663,3.695555556,0.14149686,40.77989701,t/O/t,_/_/t/a/t/_/_/,_/_/t/a/u/t/_/_/
tax,67190,149.3111111,0.45860261,100,t/&/ks,_/_/t/@/k/s/_/,_/_/t/a/x/_/_/_/
tea,20742,46.09333333,0.352423842,100,t/i/,_/_/t/i/_/_/_/,_/_/t/e/a/_/_/_/
teach,26179,58.17555556,0.373317608,100,t/i/tS/,_/_/t/i/C/_/_/,_/_/t/e/a/c/h/_/
teak,644,1.431111111,0.081273228,25.37715508,t/i/k,_/_/t/i/k/_/_/,_/_/t/e/a/k/_/_/
team,121702,270.4488889,0.512678122,100,t/i/m,_/_/t/i/m/_/_/,_/_/t/e/a/m/_/_/
tear,7734,17.18666667,0.26537824,87.94316346,t/@/r,_/_/t/E/r/_/_/,_/_/t/e/a/r/_/_/
tease,1851,4.113333333,0.149294848,43.02324953,t/i/z,_/_/t/i/z/_/_/,_/_/t/e/a/s/e/_/
teat,91,0.202222222,0.05,9.539392014,t/i/t,_/_/t/i/t/_/_/,_/_/t/e/a/t/_/_/
tech,13689,30.42,0.31539985,100,t/E/k,_/_/t/E/k/_/_/,_/_/t/e/c/h/_/_/
tee,3519,7.82,0.199171399,59.3211598,t/i/,_/_/t/i/_/_/_/,_/_/t/e/e/_/_/_/
teem,97,0.215555556,0.05,9.848857802,t/i/m,_/_/t/i/m/_/_/,_/_/t/e/e/m/_/_/
teen,7340,16.31111111,0.260864206,85.67379996,t/i/n,_/_/t/i/n/_/_/,_/_/t/e/e/n/_/_/
teens,8053,17.89555556,0.26887656,89.73850901,t/i/nz,_/_/t/i/n/z/_/,_/_/t/e/e/n/s/_/
tees,554,1.231111111,0.073419102,23.53720459,t/i/z,_/_/t/i/z/_/_/,_/_/t/e/e/s/_/_/
teeth,20250,45,0.350274784,100,t/i/T/,_/_/t/i/T/_/_/,_/_/t/e/e/t/h/_/
teff,32,0.071111111,0.05,5.656854249,t/E/f,_/_/t/E/f/_/_/,_/_/t/e/f/f/_/_/
tell,190791,423.98,0.553689291,100,t/E/l,_/_/t/E/l/_/_/,_/_/t/e/l/l/_/_/
temp,652,1.448888889,0.08193981,25.53429067,t/E/mp,_/_/t/E/m/p/_/,_/_/t/e/m/p/_/_/
tempt,734,1.631111111,0.088506071,27.09243437,t/E/mpt,_/_/t/E/m/p/t/,_/_/t/e/m/p/t/_/
ten,46651,103.6688889,0.425492615,100,t/E/n,_/_/t/E/n/_/_/,_/_/t/e/n/_/_/_/
tend,25783,57.29555556,0.371946872,100,t/E/nd,_/_/t/E/n/d/_/,_/_/t/e/n/d/_/_/
tense,5249,11.66444444,0.232269616,72.44998275,t/E/ns,_/_/t/E/n/s/_/,_/_/t/e/n/s/e/_/
tent,8887,19.74888889,0.277436723,94.27088628,t/E/nt,_/_/t/E/n/t/_/,_/_/t/e/n/t/_/_/
tenth,2753,6.117777778,0.179553964,52.46903849,t/E/n/T/,_/_/t/E/n/T/_/,_/_/t/e/n/t/h/_/
term,38556,85.68,0.40823992,100,t/@/rm,_/_/t/^/r/m/_/,_/_/t/e/r/m/_/_/
tern,247,0.548888889,0.05,15.71623365,t/@/rn,_/_/t/^/r/n/_/,_/_/t/e/r/n/_/_/
terse,511,1.135555556,0.069414408,22.60530911,t/@/rs,_/_/t/^/r/s/_/,_/_/t/e/r/s/e/_/
test,69162,153.6933333,0.461231741,100,t/E/st,_/_/t/E/s/t/_/,_/_/t/e/s/t/_/_/
text,25985,57.74444444,0.372648651,100,t/E/kst,_/_/t/E/k/s/t/,_/_/t/e/x/t/_/_/
thai,2711,6.024444444,0.178346373,52.06726419,t/aI/,_/_/t/Y/_/_/_/,_/t/h/a/i/_/_/_/
than,728334,1618.52,0.676085883,100,/D/&/n,_/_/D/@/n/_/_/,_/t/h/a/n/_/_/_/
thank,99609,221.3533333,0.4944257,100,/T/&/N/k,_/_/T/@/G/k/_/,_/t/h/a/n/k/_/_/
that,5939462,13198.80444,0.868034335,100,/D/&/t,_/_/D/@/t/_/_/,_/t/h/a/t/_/_/_/
thatch,445,0.988888889,0.062904973,21.09502311,/T/&/tS/,_/_/T/@/C/_/_/,_/t/h/a/t/c/h/_/
thaw,1055,2.344444444,0.110453529,32.48076354,/T/O/,_/_/T/a/_/_/_/,_/t/h/a/w/_/_/_/
the,25131726,55848.28,1.000001638,100,/D/@/,_/_/D/^/_/_/_/,_/t/h/e/_/_/_/_/
thee,1609,3.575555556,0.13912839,40.11234224,/D/i/,_/_/D/i/_/_/_/,_/t/h/e/e/_/_/_/
theft,4655,10.34444444,0.222199506,68.22756041,/T/E/ft,_/_/T/E/f/t/_/,_/t/h/e/f/t/_/_/
their,1236355,2747.455556,0.724474746,100,/D/@/r,_/_/D/E/r/_/_/,_/t/h/e/i/r/_/_/
theirs,4743,10.54,0.223763138,68.8694417,/D/@/rz,_/_/D/E/r/z/_/,_/t/h/e/i/r/s/_/
them,775168,1722.595556,0.681784007,100,/D/E/m,_/_/D/E/m/_/_/,_/t/h/e/m/_/_/_/
theme,16557,36.79333333,0.332296596,100,/T/i/m,_/_/T/i/m/_/_/,_/t/h/e/m/e/_/_/
then,625629,1390.286667,0.662188779,100,/D/E/n,_/_/D/E/n/_/_/,_/t/h/e/n/_/_/_/
thence,225,0.5,0.05,15,/D/E/ns,_/_/D/E/n/s/_/,_/t/h/e/n/c/e/_/
there,1276588,2836.862222,0.72740345,100,/D/@/r,_/_/D/E/r/_/_/,_/t/h/e/r/e/_/_/
these,586061,1302.357778,0.656215971,100,/D/i/z,_/_/D/i/z/_/_/,_/t/h/e/s/e/_/_/
they,2131091,4735.757778,0.774272928,100,/D/eI/,_/_/D/e/_/_/_/,_/t/h/e/y/_/_/_/
thick,23897,53.10444444,0.365120995,100,/T/I/k,_/_/T/I/k/_/_/,_/t/h/i/c/k/_/_/
thief,3003,6.673333333,0.186429795,54.79963504,/T/i/f,_/_/T/i/f/_/_/,_/t/h/i/e/f/_/_/
thieves,2655,5.9,0.176711051,51.52669211,/T/i/vz,_/_/T/i/v/z/_/,_/t/h/i/e/v/e/s/
thigh,3572,7.937777778,0.200384999,59.76621119,/T/aI/,_/_/T/Y/_/_/_/,_/t/h/i/g/h/_/_/
thin,25362,56.36,0.370466718,100,/T/I/n,_/_/T/I/n/_/_/,_/t/h/i/n/_/_/_/
thine,255,0.566666667,0.05,15.96871942,/D/aI/n,_/_/D/Y/n/_/_/,_/t/h/i/n/e/_/_/
thing,211671,470.38,0.563169503,100,/T/I/N/,_/_/T/I/G/_/_/,_/t/h/i/n/g/_/_/
think,639860,1421.911111,0.664245052,100,/T/I/N/k,_/_/T/I/G/k/_/,_/t/h/i/n/k/_/_/
third,76841,170.7577778,0.470805097,100,/T/@/rd,_/_/T/^/r/d/_/,_/t/h/i/r/d/_/_/
thirst,1634,3.631111111,0.140232531,40.42276586,/T/@/rst,_/_/T/^/r/s/t/,_/t/h/i/r/s/t/_/
this,2180627,4845.837778,0.776374736,100,/D/I/s,_/_/D/I/s/_/_/,_/t/h/i/s/_/_/_/
thong,486,1.08,0.067002881,22.04540769,/T/A/N/,_/_/T/a/G/_/_/,_/t/h/o/n/g/_/_/
thorn,665,1.477777778,0.083012753,25.78759392,/T/O/rn,_/_/T/a/r/n/_/,_/t/h/o/r/n/_/_/
those,434590,965.7555556,0.628883613,100,/D/oU/z,_/_/D/o/z/_/_/,_/t/h/o/s/e/_/_/
thou,2338,5.195555556,0.166858778,48.35286961,/D/AU/,_/_/D/A/_/_/_/,_/t/h/o/u/_/_/_/
though,189575,421.2777778,0.55310571,100,/D/oU/,_/_/D/o/_/_/_/,_/t/h/o/u/g/h/_/
thought,208231,462.7355556,0.561673665,100,/T/O/t,_/_/T/a/t/_/_/,_/t/h/o/u/g/h/t/
thrall,333,0.74,0.050673847,18.24828759,/T/r/O/l,_/T/r/a/l/_/_/,t/h/r/a/l/l/_/_/
thrash,371,0.824444444,0.055009502,19.26136028,/T/r/&/S/,_/T/r/@/S/_/_/,t/h/r/a/s/h/_/_/
thread,4975,11.05555556,0.227761743,70.5336799,/T/r/E/d,_/T/r/E/d/_/_/,t/h/r/e/a/d/_/_/
threat,30432,67.62666667,0.386873628,100,/T/r/E/t,_/T/r/E/t/_/_/,t/h/r/e/a/t/_/_/
three,305225,678.2777778,0.596596073,100,/T/r/i/,_/T/r/i/_/_/_/,t/h/r/e/e/_/_/_/
thresh,24,0.053333333,0.05,4.898979486,/T/r/E/S/,_/T/r/E/S/_/_/,t/h/r/e/s/h/_/_/
threw,17066,37.92444444,0.334994552,100,/T/r/u/,_/T/r/u/_/_/_/,t/h/r/e/w/_/_/_/
thrice,230,0.511111111,0.05,15.16575089,/T/r/aI/s,_/T/r/Y/s/_/_/,t/h/r/i/c/e/_/_/
thrift,1309,2.908888889,0.124721319,36.18010503,/T/r/I/ft,_/T/r/I/f/t/_/,t/h/r/i/f/t/_/_/
thrill,3782,8.404444444,0.205041318,61.49796745,/T/r/I/l,_/T/r/I/l/_/_/,t/h/r/i/l/l/_/_/
thrips,94,0.208888889,0.05,9.695359715,/T/r/I/ps,_/T/r/I/p/s/_/,t/h/r/i/p/s/_/_/
thrive,3165,7.033333333,0.190624377,56.25833272,/T/r/aI/v,_/T/r/Y/v/_/_/,t/h/r/i/v/e/_/_/
throat,15575,34.61111111,0.326855345,100,/T/r/oU/t,_/T/r/o/t/_/_/,t/h/r/o/a/t/_/_/
throb,405,0.9,0.058721935,20.1246118,/T/r/A/b,_/T/r/a/b/_/_/,t/h/r/o/b/_/_/_/
throne,2844,6.32,0.182116978,53.3291665,/T/r/oU/n,_/T/r/o/n/_/_/,t/h/r/o/n/e/_/_/
throng,902,2.004444444,0.10064529,30.03331484,/T/r/O/N/,_/T/r/a/G/_/_/,t/h/r/o/n/g/_/_/
through,431748,959.44,0.628283986,100,/T/r/u/,_/T/r/u/_/_/_/,t/h/r/o/u/g/h/_/
throw,22600,50.22222222,0.360112679,100,/T/r/oU/,_/T/r/o/_/_/_/,t/h/r/o/w/_/_/_/
thrown,12165,27.03333333,0.30496561,100,/T/r/oU/n,_/T/r/o/n/_/_/,t/h/r/o/w/n/_/_/
thrum,143,0.317777778,0.05,11.95826074,/T/r/@/m,_/T/r/^/m/_/_/,t/h/r/u/m/_/_/_/
thrush,181,0.402222222,0.05,13.45362405,/T/r/@/S/,_/T/r/^/S/_/_/,t/h/r/u/s/h/_/_/
thrust,5712,12.69333333,0.239415806,75.57777451,/T/r/@/st,_/T/r/^/s/t/_/,t/h/r/u/s/t/_/_/
thud,1084,2.408888889,0.112199652,32.92415527,/T/@/d,_/_/T/^/d/_/_/,_/t/h/u/d/_/_/_/
thug,885,1.966666667,0.099487629,29.74894956,/T/@/g,_/_/T/^/g/_/_/,_/t/h/u/g/_/_/_/
thumb,7070,15.71111111,0.257636992,84.08329204,/T/@/m,_/_/T/^/m/_/_/,_/t/h/u/m/b/_/_/
thump,1257,2.793333333,0.121975945,35.4541958,/T/@/mp,_/_/T/^/m/p/_/,_/t/h/u/m/p/_/_/
thus,62743,139.4288889,0.452380877,100,/D/@/s,_/_/D/^/s/_/_/,_/t/h/u/s/_/_/_/
thwack,158,0.351111111,0.05,12.56980509,/T/&/k,_/_/T/@/k/_/_/,t/h/w/a/c/k/_/_/
thwart,1064,2.364444444,0.110999004,32.61901286,/T/O/rt,_/_/T/o/r/t/_/,t/h/w/a/r/t/_/_/
thy,1752,3.893333333,0.145271409,41.85689907,/D/aI/,_/_/D/Y/_/_/_/,_/t/h/y/_/_/_/_/
thyme,2843,6.317777778,0.1820892,53.31978995,t/aI/m,_/_/t/Y/m/_/_/,_/t/h/y/m/e/_/_/
tic,459,1.02,0.064324992,21.42428529,t/I/k,_/_/t/I/k/_/_/,_/_/t/i/c/_/_/_/
tick,1942,4.315555556,0.152843304,44.06812907,t/I/k,_/_/t/I/k/_/_/,_/_/t/i/c/k/_/_/
tide,6148,13.66222222,0.2456704,78.40918314,t/aI/d,_/_/t/Y/d/_/_/,_/_/t/i/d/e/_/_/
tie,15322,34.04888889,0.325399424,100,t/aI/,_/_/t/Y/_/_/_/,_/_/t/i/e/_/_/_/
tied,17175,38.16666667,0.335562107,100,t/aI/d,_/_/t/Y/d/_/_/,_/_/t/i/e/d/_/_/
tiff,96,0.213333333,0.05,9.797958971,t/I/f,_/_/t/I/f/_/_/,_/_/t/i/f/f/_/_/
tight,21196,47.10222222,0.354363107,100,t/aI/t,_/_/t/Y/t/_/_/,_/_/t/i/g/h/t/_/
tights,965,2.144444444,0.104812071,31.06444913,t/aI/ts,_/_/t/Y/t/s/_/,_/_/t/i/g/h/t/s/
tike,101,0.224444444,0.05,10.04987562,t/aI/k,_/_/t/Y/k/_/_/,_/_/t/i/k/e/_/_/
til,856,1.902222222,0.097478346,29.25747768,t/I/l,_/_/t/I/l/_/_/,_/_/t/i/l/_/_/_/
tile,3177,7.06,0.190927569,56.36488268,t/aI/l,_/_/t/Y/l/_/_/,_/_/t/i/l/e/_/_/
tiled,645,1.433333333,0.081356816,25.3968502,t/aI/ld,_/_/t/Y/l/d/_/,_/_/t/i/l/e/d/_/
till,11619,25.82,0.300917595,100,t/I/l,_/_/t/I/l/_/_/,_/_/t/i/l/l/_/_/
tilt,2490,5.533333333,0.171715427,49.8998998,t/I/lt,_/_/t/I/l/t/_/,_/_/t/i/l/t/_/_/
tilth,40,0.088888889,0.05,6.32455532,t/I/l/T/,_/_/t/I/l/T/_/,_/_/t/i/l/t/h/_/
time,725474,1612.164444,0.675726147,100,t/aI/m,_/_/t/Y/m/_/_/,_/_/t/i/m/e/_/_/
times,162517,361.1488889,0.539052427,100,t/aI/mz,_/_/t/Y/m/z/_/,_/_/t/i/m/e/s/_/
tin,4413,9.806666667,0.217756398,66.43041472,t/I/n,_/_/t/I/n/_/_/,_/_/t/i/n/_/_/_/
tine,210,0.466666667,0.05,14.49137675,t/aI/n,_/_/t/Y/n/_/_/,_/_/t/i/n/e/_/_/
ting,372,0.826666667,0.055120869,19.28730152,t/I/N/,_/_/t/I/G/_/_/,_/_/t/i/n/g/_/_/
tinge,537,1.193333333,0.071856738,23.17326045,t/I/N/g,_/_/t/I/n/J/_/,_/_/t/i/n/g/e/_/
tinned,89,0.197777778,0.05,9.433981132,t/I/nd,_/_/t/I/n/d/_/,_/_/t/i/n/n/e/d/
tint,653,1.451111111,0.082022792,25.55386468,t/I/nt,_/_/t/I/n/t/_/,_/_/t/i/n/t/_/_/
tip,15210,33.8,0.324747432,100,t/I/p,_/_/t/I/p/_/_/,_/_/t/i/p/_/_/_/
tire,5999,13.33111111,0.243580677,77.45321168,t/aI/r,_/_/t/Y/r/_/_/,_/_/t/i/r/e/_/_/
tired,21463,47.69555556,0.355484694,100,t/aI/rd,_/_/t/Y/r/d/_/,_/_/t/i/r/e/d/_/
tit,400,0.888888889,0.058185347,20,t/I/t,_/_/t/I/t/_/_/,_/_/t/i/t/_/_/_/
tithe,115,0.255555556,0.05,10.72380529,t/aI/D/,_/_/t/Y/D/_/_/,_/_/t/i/t/h/e/_/
to,11733607,26074.68222,0.930319478,100,t/u/,_/_/t/u/_/_/_/,_/_/t/o/_/_/_/_/
toad,790,1.755555556,0.092733992,28.10693865,t/oU/d,_/_/t/o/d/_/_/,_/_/t/o/a/d/_/_/
toast,4950,11,0.227339165,70.3562364,t/oU/st,_/_/t/o/s/t/_/,_/_/t/o/a/s/t/_/
toe,4604,10.23111111,0.221280926,67.85278181,t/oU/,_/_/t/o/_/_/_/,_/_/t/o/e/_/_/_/
toil,700,1.555555556,0.085840422,26.45751311,t/Oi/l,_/_/t/O/l/_/_/,_/_/t/o/i/l/_/_/
toils,99,0.22,0.05,9.949874371,t/Oi/lz,_/_/t/O/l/z/_/,_/_/t/o/i/l/s/_/
told,189152,420.3377778,0.552901829,100,t/oU/ld,_/_/t/o/l/d/_/,_/_/t/o/l/d/_/_/
tole,88,0.195555556,0.05,9.38083152,t/oU/l,_/_/t/o/l/_/_/,_/_/t/o/l/e/_/_/
toll,6369,14.15333333,0.248684588,79.80601481,t/oU/l,_/_/t/o/l/_/_/,_/_/t/o/l/l/_/_/
tomb,3172,7.048888889,0.190801361,56.32051136,t/u/m,_/_/t/u/m/_/_/,_/_/t/o/m/b/_/_/
tome,455,1.011111111,0.063921517,21.33072901,t/oU/m,_/_/t/o/m/_/_/,_/_/t/o/m/e/_/_/
ton,3316,7.368888889,0.194368211,57.5847202,t/@/n,_/_/t/^/n/_/_/,_/_/t/o/n/_/_/_/
tone,17455,38.78888889,0.33700411,100,t/oU/n,_/_/t/o/n/_/_/,_/_/t/o/n/e/_/_/
tong,151,0.335555556,0.05,12.28820573,t/O/N/,_/_/t/a/G/_/_/,_/_/t/o/n/g/_/_/
tongs,690,1.533333333,0.085041395,26.26785107,t/O/N/z,_/_/t/a/G/z/_/,_/_/t/o/n/g/s/_/
tongue,11731,26.06888889,0.301762686,100,t/@/N/,_/_/t/^/G/_/_/,_/_/t/o/n/g/u/e/
too,322209,716.02,0.601543158,100,t/u/,_/_/t/u/_/_/_/,_/_/t/o/o/_/_/_/
took,173420,385.3777778,0.544977206,100,t/U/k,_/_/t/U/k/_/_/,_/_/t/o/o/k/_/_/
tool,16216,36.03555556,0.33044357,100,t/u/l,_/_/t/u/l/_/_/,_/_/t/o/o/l/_/_/
toon,64,0.142222222,0.05,8,t/u/n,_/_/t/u/n/_/_/,_/_/t/o/o/n/_/_/
toot,264,0.586666667,0.05,16.24807681,t/u/t,_/_/t/u/t/_/_/,_/_/t/o/o/t/_/_/
tooth,3446,7.657777778,0.197473035,58.70264049,t/u/T/,_/_/t/u/T/_/_/,_/_/t/o/o/t/h/_/
toots,152,0.337777778,0.05,12.32882801,t/u/ts,_/_/t/u/t/s/_/,_/_/t/o/o/t/s/_/
top,128652,285.8933333,0.517740759,100,t/A/p,_/_/t/a/p/_/_/,_/_/t/o/p/_/_/_/
tops,5994,13.32,0.243509718,77.4209274,t/A/ps,_/_/t/a/p/s/_/,_/_/t/o/p/s/_/_/
toque,112,0.248888889,0.05,10.58300524,t/oU/k,_/_/t/o/k/_/_/,_/_/t/o/q/u/e/_/
torch,2340,5.2,0.166924385,48.37354649,t/O/r/tS/,_/_/t/o/r/C/_/,_/_/t/o/r/c/h/_/
tore,4031,8.957777778,0.210271828,63.49015672,t/oU/r,_/_/t/o/r/_/_/,_/_/t/o/r/e/_/_/
torn,7593,16.87333333,0.263788281,87.13782187,t/oU/rn,_/_/t/o/r/n/_/,_/_/t/o/r/n/_/_/
torque,1689,3.753333333,0.142615731,41.09744518,t/O/rk,_/_/t/o/r/k/_/,_/_/t/o/r/q/u/e/
torr,22,0.048888889,0.05,4.69041576,t/O/r,_/_/t/o/r/_/_/,_/_/t/o/r/r/_/_/
tort,1322,2.937777778,0.125394981,36.35931793,t/O/rt,_/_/t/o/r/t/_/,_/_/t/o/r/t/_/_/
toss,7093,15.76222222,0.257916382,84.21995013,t/A/s,_/_/t/a/s/_/_/,_/_/t/o/s/s/_/_/
tot,634,1.408888889,0.080433111,25.17935662,t/A/t,_/_/t/a/t/_/_/,_/_/t/o/t/_/_/_/
tote,1119,2.486666667,0.1142636,33.45145737,t/oU/t,_/_/t/o/t/_/_/,_/_/t/o/t/e/_/_/
touch,34618,76.92888889,0.398503176,100,t/@/tS/,_/_/t/^/C/_/_/,_/_/t/o/u/c/h/_/
tough,37459,83.24222222,0.405630048,100,t/@/f,_/_/t/^/f/_/_/,_/_/t/o/u/g/h/_/
tour,23433,52.07333333,0.363360607,100,t/U/r,_/_/t/o/r/_/_/,_/_/t/o/u/r/_/_/
tours,6979,15.50888889,0.256523137,83.54040938,t/U/rs,_/_/t/o/r/s/_/,_/_/t/o/u/r/s/_/
tout,924,2.053333333,0.102122018,30.39736831,t/AU/t,_/_/t/A/t/_/_/,_/_/t/o/u/t/_/_/
tow,2479,5.508888889,0.171372483,49.78955714,t/oU/,_/_/t/o/_/_/_/,_/_/t/o/w/_/_/_/
toward,120550,267.8888889,0.511811215,100,t/oU/rd,_/_/t/o/r/d/_/,_/_/t/o/w/a/r/d/
town,80709,179.3533333,0.475272702,100,t/AU/n,_/_/t/A/n/_/_/,_/_/t/o/w/n/_/_/
toy,7806,17.34666667,0.2661796,88.35157044,t/Oi/,_/_/t/O/_/_/_/,_/_/t/o/y/_/_/_/
trace,8841,19.64666667,0.276984881,94.02659198,tr/eI/s,_/t/r/e/s/_/_/,_/t/r/a/c/e/_/_/
track,33594,74.65333333,0.395791908,100,tr/&/k,_/t/r/@/k/_/_/,_/t/r/a/c/k/_/_/
tract,2944,6.542222222,0.184853068,54.25863987,tr/&/kt,_/t/r/@/k/t/_/,_/t/r/a/c/t/_/_/
trade,57261,127.2466667,0.44407873,100,tr/eI/d,_/t/r/e/d/_/_/,_/t/r/a/d/e/_/_/
trail,23325,51.83333333,0.362945956,100,tr/eI/l,_/t/r/e/l/_/_/,_/t/r/a/i/l/_/_/
train,28138,62.52888889,0.379811994,100,tr/eI/n,_/t/r/e/n/_/_/,_/t/r/a/i/n/_/_/
traipse,81,0.18,0.05,9,tr/eI/ps,_/t/r/e/p/s/_/,_/t/r/a/i/p/s/e/
trait,3487,7.748888889,0.198430789,59.05082557,tr/eI/t,_/t/r/e/t/_/_/,_/t/r/a/i/t/_/_/
tram,701,1.557777778,0.085919943,26.47640459,tr/&/m,_/t/r/@/m/_/_/,_/t/r/a/m/_/_/_/
tramp,601,1.335555556,0.077604685,24.51530134,tr/&/mp,_/t/r/@/m/p/_/,_/t/r/a/m/p/_/_/
trance,1140,2.533333333,0.115479983,33.76388603,tr/&/ns,_/t/r/@/n/s/_/,_/t/r/a/n/c/e/_/
tranche,55,0.122222222,0.05,7.416198487,tr/A/n/S/,_/t/r/a/n/S/_/,_/t/r/a/n/c/h/e/
trap,6347,14.10444444,0.248388945,79.66806135,tr/&/p,_/t/r/@/p/_/_/,_/t/r/a/p/_/_/_/
